# L TT EE BB TE PP
5.26700000e+03 1.13615299e-13 1.92385012e-15 7.96702352e-16 -2.41997283e-15 4.54308170e-10
5.26800000e+03 1.13551862e-13 1.92178632e-15 7.96406384e-16 -2.41706741e-15 4.54170105e-10
5.26900000e+03 1.13487008e-13 1.91972594e-15 7.96110751e-16 -2.41417365e-15 4.54032217e-10
5.27000000e+03 1.13420690e-13 1.91767005e-15 7.95815467e-16 -2.41129010e-15 4.53894396e-10
5.27100000e+03 1.13352773e-13 1.91561670e-15 7.95520543e-16 -2.40841921e-15 4.53756534e-10
5.27200000e+03 1.13283042e-13 1.91356794e-15 7.95225992e-16 -2.40556039e-15 4.53618848e-10
5.27300000e+03 1.13211497e-13 1.91152382e-15 7.94931822e-16 -2.40271396e-15 4.53481230e-10
5.27400000e+03 1.13138057e-13 1.90948240e-15 7.94638041e-16 -2.39988219e-15 4.53343678e-10
5.27500000e+03 1.13062657e-13 1.90744473e-15 7.94344655e-16 -2.39706227e-15 4.53206086e-10
5.27600000e+03 1.12985155e-13 1.90541187e-15 7.94051667e-16 -2.39425729e-15 4.53068669e-10
5.27700000e+03 1.12905626e-13 1.90338186e-15 7.93759079e-16 -2.39146629e-15 4.52931319e-10
5.27800000e+03 1.12824065e-13 1.90135677e-15 7.93466893e-16 -2.38868921e-15 4.52793928e-10
5.27900000e+03 1.12740488e-13 1.89933465e-15 7.93175105e-16 -2.38592591e-15 4.52656712e-10
5.28000000e+03 1.12654930e-13 1.89731654e-15 7.92883712e-16 -2.38317719e-15 4.52519563e-10
5.28100000e+03 1.12567345e-13 1.89530252e-15 7.92592709e-16 -2.38044174e-15 4.52382372e-10
5.28200000e+03 1.12477906e-13 1.89329164e-15 7.92302088e-16 -2.37772019e-15 4.52245356e-10
5.28300000e+03 1.12386704e-13 1.89128595e-15 7.92011840e-16 -2.37501211e-15 4.52108407e-10
5.28400000e+03 1.12293947e-13 1.88928253e-15 7.91721954e-16 -2.37231697e-15 4.51971523e-10
5.28500000e+03 1.12199460e-13 1.88728442e-15 7.91432418e-16 -2.36963421e-15 4.51834599e-10
5.28600000e+03 1.12103684e-13 1.88528971e-15 7.91143219e-16 -2.36696318e-15 4.51697848e-10
5.28700000e+03 1.12006669e-13 1.88329844e-15 7.90854339e-16 -2.36430420e-15 4.51561164e-10
5.28800000e+03 1.11908584e-13 1.88131171e-15 7.90565765e-16 -2.36165551e-15 4.51424438e-10
5.28900000e+03 1.11809603e-13 1.87932857e-15 7.90277477e-16 -2.35901735e-15 4.51287885e-10
5.29000000e+03 1.11709913e-13 1.87735010e-15 7.89989458e-16 -2.35638889e-15 4.51151399e-10
5.29100000e+03 1.11609605e-13 1.87537438e-15 7.89701689e-16 -2.35376929e-15 4.51014871e-10
5.29200000e+03 1.11509079e-13 1.87340350e-15 7.89414149e-16 -2.35115769e-15 4.50878516e-10
5.29300000e+03 1.11408436e-13 1.87143752e-15 7.89126820e-16 -2.34855322e-15 4.50742226e-10
5.29400000e+03 1.11307880e-13 1.86947456e-15 7.88839682e-16 -2.34595500e-15 4.50606003e-10
5.29500000e+03 1.11207615e-13 1.86751568e-15 7.88552713e-16 -2.34336315e-15 4.50469737e-10
5.29600000e+03 1.11107843e-13 1.86556100e-15 7.88265893e-16 -2.34077683e-15 4.50333644e-10
5.29700000e+03 1.11008762e-13 1.86361160e-15 7.87979205e-16 -2.33819520e-15 4.50197616e-10
5.29800000e+03 1.10910663e-13 1.86166559e-15 7.87692627e-16 -2.33561645e-15 4.50061547e-10
5.29900000e+03 1.10813533e-13 1.85972408e-15 7.87406142e-16 -2.33304080e-15 4.49925649e-10
5.30000000e+03 1.10717746e-13 1.85778718e-15 7.87119733e-16 -2.33046855e-15 4.49789817e-10
5.30100000e+03 1.10623367e-13 1.85585397e-15 7.86833382e-16 -2.32789795e-15 4.49653943e-10
5.30200000e+03 1.10530550e-13 1.85392644e-15 7.86547075e-16 -2.32532907e-15 4.49518240e-10
5.30300000e+03 1.10439435e-13 1.85200255e-15 7.86260798e-16 -2.32276000e-15 4.49382603e-10
5.30400000e+03 1.10350247e-13 1.85008228e-15 7.85974537e-16 -2.32019086e-15 4.49247030e-10
5.30500000e+03 1.10262993e-13 1.84816659e-15 7.85688282e-16 -2.31761989e-15 4.49111416e-10
5.30600000e+03 1.10177767e-13 1.84625546e-15 7.85402023e-16 -2.31504839e-15 4.48975973e-10
5.30700000e+03 1.10094640e-13 1.84434787e-15 7.85115753e-16 -2.31247473e-15 4.48840596e-10
5.30800000e+03 1.10013768e-13 1.84244381e-15 7.84829466e-16 -2.30989839e-15 4.48705176e-10
5.30900000e+03 1.09935086e-13 1.84054426e-15 7.84543158e-16 -2.30731993e-15 4.48569929e-10
5.31000000e+03 1.09858711e-13 1.83864821e-15 7.84256827e-16 -2.30473798e-15 4.48434746e-10
5.31100000e+03 1.09784438e-13 1.83675666e-15 7.83970472e-16 -2.30215330e-15 4.48299522e-10
5.31200000e+03 1.09712444e-13 1.83486762e-15 7.83684094e-16 -2.29956570e-15 4.48164470e-10
5.31300000e+03 1.09642686e-13 1.83298307e-15 7.83397699e-16 -2.29697511e-15 4.48029482e-10
5.31400000e+03 1.09575003e-13 1.83110204e-15 7.83111290e-16 -2.29438153e-15 4.47894560e-10
5.31500000e+03 1.09509315e-13 1.82922453e-15 7.82824875e-16 -2.29178607e-15 4.47759596e-10
5.31600000e+03 1.09445623e-13 1.82734955e-15 7.82538462e-16 -2.28918688e-15 4.47624804e-10
5.31700000e+03 1.09383714e-13 1.82547913e-15 7.82252063e-16 -2.28658724e-15 4.47490077e-10
5.31800000e+03 1.09323558e-13 1.82361228e-15 7.81965688e-16 -2.28398547e-15 4.47355308e-10
5.31900000e+03 1.09265009e-13 1.82174803e-15 7.81679352e-16 -2.28138196e-15 4.47220711e-10
5.32000000e+03 1.09207709e-13 1.81988739e-15 7.81393069e-16 -2.27877919e-15 4.47086179e-10
5.32100000e+03 1.09151790e-13 1.81803041e-15 7.81106854e-16 -2.27617668e-15 4.46951713e-10
5.32200000e+03 1.09096871e-13 1.81617712e-15 7.80820726e-16 -2.27357499e-15 4.46817205e-10
5.32300000e+03 1.09042766e-13 1.81432654e-15 7.80534700e-16 -2.27097576e-15 4.46682868e-10
5.32400000e+03 1.08989378e-13 1.81247971e-15 7.80248796e-16 -2.26837864e-15 4.46548597e-10
5.32500000e+03 1.08936508e-13 1.81063668e-15 7.79963033e-16 -2.26578431e-15 4.46414284e-10
5.32600000e+03 1.08883854e-13 1.80879648e-15 7.79677429e-16 -2.26319548e-15 4.46280143e-10
5.32700000e+03 1.08831311e-13 1.80695916e-15 7.79392004e-16 -2.26061088e-15 4.46146067e-10
5.32800000e+03 1.08778576e-13 1.80512576e-15 7.79106777e-16 -2.25803325e-15 4.46011950e-10
5.32900000e+03 1.08725649e-13 1.80329532e-15 7.78821767e-16 -2.25546130e-15 4.45878005e-10
5.33000000e+03 1.08672132e-13 1.80146791e-15 7.78536993e-16 -2.25289777e-15 4.45744124e-10
5.33100000e+03 1.08617836e-13 1.79964456e-15 7.78252474e-16 -2.25034336e-15 4.45610309e-10
5.33200000e+03 1.08562777e-13 1.79782333e-15 7.77968226e-16 -2.24779776e-15 4.45476453e-10
5.33300000e+03 1.08506584e-13 1.79600627e-15 7.77684267e-16 -2.24526261e-15 4.45342768e-10
5.33400000e+03 1.08449193e-13 1.79419243e-15 7.77400611e-16 -2.24273753e-15 4.45209149e-10
5.33500000e+03 1.08390356e-13 1.79238187e-15 7.77117274e-16 -2.24022510e-15 4.45075488e-10
5.33600000e+03 1.08330138e-13 1.79057464e-15 7.76834269e-16 -2.23772485e-15 4.44941999e-10
5.33700000e+03 1.08268217e-13 1.78877080e-15 7.76551606e-16 -2.23523725e-15 4.44808575e-10
5.33800000e+03 1.08204589e-13 1.78696941e-15 7.76269297e-16 -2.23276370e-15 4.44675111e-10
5.33900000e+03 1.08139169e-13 1.78517252e-15 7.75987349e-16 -2.23030357e-15 4.44541817e-10
5.34000000e+03 1.08071886e-13 1.78337819e-15 7.75705770e-16 -2.22785915e-15 4.44408589e-10
5.34100000e+03 1.08002689e-13 1.78158748e-15 7.75424565e-16 -2.22542765e-15 4.44275427e-10
5.34200000e+03 1.07931448e-13 1.77980044e-15 7.75143738e-16 -2.22301223e-15 4.44142223e-10
5.34300000e+03 1.07858348e-13 1.77801615e-15 7.74863289e-16 -2.22061197e-15 4.44009191e-10
5.34400000e+03 1.07783196e-13 1.77623565e-15 7.74583218e-16 -2.21822789e-15 4.43876224e-10
5.34500000e+03 1.07706219e-13 1.77445801e-15 7.74303524e-16 -2.21585792e-15 4.43743217e-10
5.34600000e+03 1.07627259e-13 1.77268428e-15 7.74024202e-16 -2.21350495e-15 4.43610380e-10
5.34700000e+03 1.07546481e-13 1.77091352e-15 7.73745247e-16 -2.21116677e-15 4.43477609e-10
5.34800000e+03 1.07464063e-13 1.76914681e-15 7.73466650e-16 -2.20884314e-15 4.43344904e-10
5.34900000e+03 1.07379903e-13 1.76738318e-15 7.73188404e-16 -2.20653574e-15 4.43212158e-10
5.35000000e+03 1.07294254e-13 1.76562271e-15 7.72910498e-16 -2.20424319e-15 4.43079583e-10
5.35100000e+03 1.07207214e-13 1.76386545e-15 7.72632919e-16 -2.20196500e-15 4.42947073e-10
5.35200000e+03 1.07118913e-13 1.76211244e-15 7.72355654e-16 -2.19970126e-15 4.42814523e-10
5.35300000e+03 1.07029524e-13 1.76036173e-15 7.72078689e-16 -2.19744998e-15 4.42682144e-10
5.35400000e+03 1.06939189e-13 1.75861536e-15 7.71802008e-16 -2.19521011e-15 4.42549830e-10
5.35500000e+03 1.06848102e-13 1.75687237e-15 7.71525593e-16 -2.19298258e-15 4.42417581e-10
5.35600000e+03 1.06756433e-13 1.75513182e-15 7.71249429e-16 -2.19076428e-15 4.42285292e-10
5.35700000e+03 1.06664367e-13 1.75339572e-15 7.70973496e-16 -2.18855612e-15 4.42153173e-10
5.35800000e+03 1.06572114e-13 1.75166214e-15 7.70697777e-16 -2.18635498e-15 4.42021118e-10
5.35900000e+03 1.06479848e-13 1.74993210e-15 7.70422252e-16 -2.18416172e-15 4.41889024e-10
5.36000000e+03 1.06387771e-13 1.74820566e-15 7.70146903e-16 -2.18197526e-15 4.41757099e-10
5.36100000e+03 1.06296085e-13 1.74648284e-15 7.69871711e-16 -2.17979348e-15 4.41625239e-10
5.36200000e+03 1.06204969e-13 1.74476269e-15 7.69596657e-16 -2.17761632e-15 4.41493338e-10
5.36300000e+03 1.06114616e-13 1.74304625e-15 7.69321723e-16 -2.17544274e-15 4.41361607e-10
5.36400000e+03 1.06025204e-13 1.74133255e-15 7.69046892e-16 -2.17327071e-15 4.41229940e-10
5.36500000e+03 1.05936893e-13 1.73962264e-15 7.68772147e-16 -2.17110128e-15 4.41098338e-10
5.36600000e+03 1.05849861e-13 1.73791654e-15 7.68497471e-16 -2.16893354e-15 4.40966694e-10
5.36700000e+03 1.05764246e-13 1.73621230e-15 7.68222850e-16 -2.16676462e-15 4.40835220e-10
5.36800000e+03 1.05680195e-13 1.73451195e-15 7.67948270e-16 -2.16459671e-15 4.40703810e-10
5.36900000e+03 1.05597819e-13 1.73281553e-15 7.67673718e-16 -2.16242710e-15 4.40572360e-10
5.37000000e+03 1.05517234e-13 1.73112107e-15 7.67399183e-16 -2.16025611e-15 4.40441078e-10
5.37100000e+03 1.05438532e-13 1.72943060e-15 7.67124655e-16 -2.15808315e-15 4.40309860e-10
5.37200000e+03 1.05361798e-13 1.72774316e-15 7.66850126e-16 -2.15590772e-15 4.40178705e-10
5.37300000e+03 1.05287067e-13 1.72605878e-15 7.66575590e-16 -2.15372937e-15 4.40047510e-10
5.37400000e+03 1.05214408e-13 1.72437749e-15 7.66301042e-16 -2.15154876e-15 4.39916483e-10
5.37500000e+03 1.05143823e-13 1.72269933e-15 7.66026478e-16 -2.14936463e-15 4.39785520e-10
5.37600000e+03 1.05075314e-13 1.72102432e-15 7.65751897e-16 -2.14717777e-15 4.39654515e-10
5.37700000e+03 1.05008885e-13 1.71935250e-15 7.65477300e-16 -2.14498810e-15 4.39523679e-10
5.37800000e+03 1.04944492e-13 1.71768289e-15 7.65202689e-16 -2.14279558e-15 4.39392906e-10
5.37900000e+03 1.04882092e-13 1.71601753e-15 7.64928067e-16 -2.14059929e-15 4.39262196e-10
5.38000000e+03 1.04821606e-13 1.71435444e-15 7.64653440e-16 -2.13840235e-15 4.39131445e-10
5.38100000e+03 1.04762960e-13 1.71269464e-15 7.64378814e-16 -2.13620199e-15 4.39000862e-10
5.38200000e+03 1.04706041e-13 1.71103718e-15 7.64104200e-16 -2.13400047e-15 4.38870342e-10
5.38300000e+03 1.04650752e-13 1.70938307e-15 7.63829605e-16 -2.13179815e-15 4.38739780e-10
5.38400000e+03 1.04596955e-13 1.70773233e-15 7.63555043e-16 -2.12959444e-15 4.38609385e-10
5.38500000e+03 1.04544516e-13 1.70608401e-15 7.63280525e-16 -2.12739180e-15 4.38479054e-10
5.38600000e+03 1.04493272e-13 1.70443811e-15 7.63006066e-16 -2.12518876e-15 4.38348681e-10
5.38700000e+03 1.04443070e-13 1.70279567e-15 7.62731679e-16 -2.12298788e-15 4.38218474e-10
5.38800000e+03 1.04393739e-13 1.70115570e-15 7.62457381e-16 -2.12078875e-15 4.38088331e-10
5.38900000e+03 1.04345100e-13 1.69951924e-15 7.62183187e-16 -2.11859200e-15 4.37958250e-10
5.39000000e+03 1.04296972e-13 1.69788430e-15 7.61909115e-16 -2.11639929e-15 4.37828127e-10
5.39100000e+03 1.04249179e-13 1.69625291e-15 7.61635182e-16 -2.11421129e-15 4.37698171e-10
5.39200000e+03 1.04201534e-13 1.69462409e-15 7.61361405e-16 -2.11202868e-15 4.37568278e-10
5.39300000e+03 1.04153840e-13 1.69299785e-15 7.61087801e-16 -2.10985213e-15 4.37438342e-10
5.39400000e+03 1.04105924e-13 1.69137422e-15 7.60814388e-16 -2.10768233e-15 4.37308573e-10
5.39500000e+03 1.04057613e-13 1.68975322e-15 7.60541182e-16 -2.10551994e-15 4.37178865e-10
5.39600000e+03 1.04008712e-13 1.68813487e-15 7.60268201e-16 -2.10336659e-15 4.37049220e-10
5.39700000e+03 1.03959085e-13 1.68651918e-15 7.59995461e-16 -2.10122191e-15 4.36919533e-10
5.39800000e+03 1.03908550e-13 1.68490518e-15 7.59722976e-16 -2.09908748e-15 4.36790011e-10
5.39900000e+03 1.03856968e-13 1.68329487e-15 7.59450761e-16 -2.09696385e-15 4.36660552e-10
5.40000000e+03 1.03804201e-13 1.68168628e-15 7.59178830e-16 -2.09485151e-15 4.36531050e-10
5.40100000e+03 1.03750124e-13 1.68007943e-15 7.58907195e-16 -2.09275093e-15 4.36401714e-10
5.40200000e+03 1.03694625e-13 1.67847633e-15 7.58635867e-16 -2.09066351e-15 4.36272439e-10
5.40300000e+03 1.03637618e-13 1.67687501e-15 7.58364856e-16 -2.08858760e-15 4.36143226e-10
5.40400000e+03 1.03579022e-13 1.67527549e-15 7.58094169e-16 -2.08652551e-15 4.36013971e-10
5.40500000e+03 1.03518763e-13 1.67367878e-15 7.57823815e-16 -2.08447747e-15 4.35884881e-10
5.40600000e+03 1.03456793e-13 1.67208492e-15 7.57553798e-16 -2.08244163e-15 4.35755852e-10
5.40700000e+03 1.03393091e-13 1.67049292e-15 7.57284122e-16 -2.08042010e-15 4.35626781e-10
5.40800000e+03 1.03327626e-13 1.66890280e-15 7.57014789e-16 -2.07841190e-15 4.35497875e-10
5.40900000e+03 1.03260420e-13 1.66731657e-15 7.56745800e-16 -2.07641697e-15 4.35369030e-10
5.41000000e+03 1.03191477e-13 1.66573225e-15 7.56477153e-16 -2.07443422e-15 4.35240247e-10
5.41100000e+03 1.03120843e-13 1.66414985e-15 7.56208845e-16 -2.07246546e-15 4.35111421e-10
5.41200000e+03 1.03048587e-13 1.66257140e-15 7.55940873e-16 -2.07050944e-15 4.34982759e-10
5.41300000e+03 1.02974747e-13 1.66099489e-15 7.55673231e-16 -2.06856484e-15 4.34854159e-10
5.41400000e+03 1.02899443e-13 1.65942033e-15 7.55405910e-16 -2.06663231e-15 4.34725516e-10
5.41500000e+03 1.02822754e-13 1.65784875e-15 7.55138903e-16 -2.06471040e-15 4.34597037e-10
5.41600000e+03 1.02744796e-13 1.65628014e-15 7.54872198e-16 -2.06279964e-15 4.34468620e-10
5.41700000e+03 1.02665696e-13 1.65471451e-15 7.54605786e-16 -2.06089949e-15 4.34340263e-10
5.41800000e+03 1.02585602e-13 1.65315086e-15 7.54339654e-16 -2.05900839e-15 4.34211863e-10
5.41900000e+03 1.02504652e-13 1.65159020e-15 7.54073787e-16 -2.05712673e-15 4.34083628e-10
5.42000000e+03 1.02423002e-13 1.65003252e-15 7.53808173e-16 -2.05525215e-15 4.33955453e-10
5.42100000e+03 1.02340816e-13 1.64847683e-15 7.53542796e-16 -2.05338540e-15 4.33827235e-10
5.42200000e+03 1.02258261e-13 1.64692412e-15 7.53277640e-16 -2.05152529e-15 4.33699182e-10
5.42300000e+03 1.02175510e-13 1.64537438e-15 7.53012690e-16 -2.04967091e-15 4.33571188e-10
5.42400000e+03 1.02092727e-13 1.64382761e-15 7.52747929e-16 -2.04782167e-15 4.33443256e-10
5.42500000e+03 1.02010096e-13 1.64228279e-15 7.52483341e-16 -2.04597676e-15 4.33315280e-10
5.42600000e+03 1.01927790e-13 1.64074092e-15 7.52218910e-16 -2.04413529e-15 4.33187468e-10
5.42700000e+03 1.01845969e-13 1.63920199e-15 7.51954620e-16 -2.04229676e-15 4.33059716e-10
5.42800000e+03 1.01764800e-13 1.63766496e-15 7.51690454e-16 -2.04046012e-15 4.32931921e-10
5.42900000e+03 1.01684453e-13 1.63613184e-15 7.51426397e-16 -2.03862494e-15 4.32804290e-10
5.43000000e+03 1.01605059e-13 1.63460059e-15 7.51162435e-16 -2.03679051e-15 4.32676719e-10
5.43100000e+03 1.01526782e-13 1.63307219e-15 7.50898554e-16 -2.03495606e-15 4.32549207e-10
5.43200000e+03 1.01449745e-13 1.63154663e-15 7.50634739e-16 -2.03312118e-15 4.32421653e-10
5.43300000e+03 1.01374071e-13 1.63002286e-15 7.50370980e-16 -2.03128518e-15 4.32294262e-10
5.43400000e+03 1.01299860e-13 1.62850286e-15 7.50107265e-16 -2.02944765e-15 4.32166930e-10
5.43500000e+03 1.01227226e-13 1.62698460e-15 7.49843584e-16 -2.02760812e-15 4.32039556e-10
5.43600000e+03 1.01156233e-13 1.62546905e-15 7.49579928e-16 -2.02576619e-15 4.31912344e-10
5.43700000e+03 1.01086946e-13 1.62395616e-15 7.49316290e-16 -2.02392160e-15 4.31785192e-10
5.43800000e+03 1.01019428e-13 1.62244590e-15 7.49052665e-16 -2.02207418e-15 4.31658100e-10
5.43900000e+03 1.00953704e-13 1.62093823e-15 7.48789047e-16 -2.02022360e-15 4.31530964e-10
5.44000000e+03 1.00889802e-13 1.61943210e-15 7.48525434e-16 -2.01836982e-15 4.31403991e-10
5.44100000e+03 1.00827717e-13 1.61792947e-15 7.48261824e-16 -2.01651285e-15 4.31277077e-10
5.44200000e+03 1.00767434e-13 1.61642829e-15 7.47998218e-16 -2.01465257e-15 4.31150121e-10
5.44300000e+03 1.00708924e-13 1.61493051e-15 7.47734616e-16 -2.01278912e-15 4.31023326e-10
5.44400000e+03 1.00652144e-13 1.61343408e-15 7.47471022e-16 -2.01092260e-15 4.30896590e-10
5.44500000e+03 1.00597021e-13 1.61193995e-15 7.47207440e-16 -2.00905327e-15 4.30769914e-10
5.44600000e+03 1.00543503e-13 1.61044805e-15 7.46943875e-16 -2.00718137e-15 4.30643195e-10
5.44700000e+03 1.00491481e-13 1.60895833e-15 7.46680336e-16 -2.00530716e-15 4.30516637e-10
5.44800000e+03 1.00440864e-13 1.60747074e-15 7.46416830e-16 -2.00343105e-15 4.30390139e-10
5.44900000e+03 1.00391528e-13 1.60598521e-15 7.46153366e-16 -2.00155343e-15 4.30263597e-10
5.45000000e+03 1.00343362e-13 1.60450167e-15 7.45889956e-16 -1.99967469e-15 4.30137217e-10
5.45100000e+03 1.00296222e-13 1.60302008e-15 7.45626611e-16 -1.99779540e-15 4.30010895e-10
5.45200000e+03 1.00249966e-13 1.60154044e-15 7.45363342e-16 -1.99591617e-15 4.29884633e-10
5.45300000e+03 1.00204445e-13 1.60006277e-15 7.45100163e-16 -1.99403776e-15 4.29758327e-10
5.45400000e+03 1.00159518e-13 1.59858608e-15 7.44837088e-16 -1.99216076e-15 4.29632183e-10
5.45500000e+03 1.00115005e-13 1.59711239e-15 7.44574130e-16 -1.99028606e-15 4.29506097e-10
5.45600000e+03 1.00070757e-13 1.59564070e-15 7.44311304e-16 -1.98841414e-15 4.29380071e-10
5.45700000e+03 1.00026614e-13 1.59417104e-15 7.44048625e-16 -1.98654599e-15 4.29254002e-10
5.45800000e+03 9.99824172e-14 1.59270342e-15 7.43786106e-16 -1.98468219e-15 4.29128093e-10
5.45900000e+03 9.99379987e-14 1.59123783e-15 7.43523763e-16 -1.98282341e-15 4.29002244e-10
5.46000000e+03 9.98932156e-14 1.58977429e-15 7.43261608e-16 -1.98097038e-15 4.28876352e-10
5.46100000e+03 9.98479200e-14 1.58831281e-15 7.42999658e-16 -1.97912371e-15 4.28750621e-10
5.46200000e+03 9.98019507e-14 1.58685439e-15 7.42737923e-16 -1.97728409e-15 4.28624949e-10
5.46300000e+03 9.97551945e-14 1.58539704e-15 7.42476418e-16 -1.97545194e-15 4.28499336e-10
5.46400000e+03 9.97075175e-14 1.58394176e-15 7.42215154e-16 -1.97362797e-15 4.28373679e-10
5.46500000e+03 9.96588161e-14 1.58248956e-15 7.41954142e-16 -1.97181251e-15 4.28248185e-10
5.46600000e+03 9.96089681e-14 1.58103843e-15 7.41693392e-16 -1.97000605e-15 4.28122749e-10
5.46700000e+03 9.95578938e-14 1.57959038e-15 7.41432913e-16 -1.96820903e-15 4.27997270e-10
5.46800000e+03 9.95055166e-14 1.57814441e-15 7.41172713e-16 -1.96642161e-15 4.27871953e-10
5.46900000e+03 9.94517635e-14 1.57670051e-15 7.40912799e-16 -1.96464411e-15 4.27746694e-10
5.47000000e+03 9.93966062e-14 1.57525870e-15 7.40653176e-16 -1.96287667e-15 4.27621495e-10
5.47100000e+03 9.93399807e-14 1.57381996e-15 7.40393848e-16 -1.96111946e-15 4.27496252e-10
5.47200000e+03 9.92818983e-14 1.57238229e-15 7.40134819e-16 -1.95937250e-15 4.27371171e-10
5.47300000e+03 9.92223255e-14 1.57094770e-15 7.39876089e-16 -1.95763572e-15 4.27246149e-10
5.47400000e+03 9.91612934e-14 1.56951417e-15 7.39617659e-16 -1.95590910e-15 4.27121085e-10
5.47500000e+03 9.90988185e-14 1.56808370e-15 7.39359527e-16 -1.95419245e-15 4.26996181e-10
5.47600000e+03 9.90349514e-14 1.56665629e-15 7.39101691e-16 -1.95248550e-15 4.26871336e-10
5.47700000e+03 9.89697270e-14 1.56522992e-15 7.38844146e-16 -1.95078795e-15 4.26746551e-10
5.47800000e+03 9.89032237e-14 1.56380660e-15 7.38586889e-16 -1.94909960e-15 4.26621723e-10
5.47900000e+03 9.88355227e-14 1.56238431e-15 7.38329912e-16 -1.94742003e-15 4.26497055e-10
5.48000000e+03 9.87667168e-14 1.56096604e-15 7.38073208e-16 -1.94574863e-15 4.26372448e-10
5.48100000e+03 9.86969002e-14 1.55954879e-15 7.37816768e-16 -1.94408498e-15 4.26247797e-10
5.48200000e+03 9.86261967e-14 1.55813354e-15 7.37560583e-16 -1.94242849e-15 4.26123307e-10
5.48300000e+03 9.85547289e-14 1.55672128e-15 7.37304643e-16 -1.94077863e-15 4.25998877e-10
5.48400000e+03 9.84826170e-14 1.55531099e-15 7.37048937e-16 -1.93913486e-15 4.25874506e-10
5.48500000e+03 9.84099975e-14 1.55390367e-15 7.36793452e-16 -1.93749637e-15 4.25750092e-10
5.48600000e+03 9.83370216e-14 1.55249729e-15 7.36538177e-16 -1.93586246e-15 4.25625839e-10
5.48700000e+03 9.82638143e-14 1.55109385e-15 7.36283099e-16 -1.93423261e-15 4.25501646e-10
5.48800000e+03 9.81905423e-14 1.54969332e-15 7.36028204e-16 -1.93260597e-15 4.25377511e-10
5.48900000e+03 9.81173434e-14 1.54829368e-15 7.35773480e-16 -1.93098191e-15 4.25253335e-10
5.49000000e+03 9.80443544e-14 1.54689691e-15 7.35518914e-16 -1.92935977e-15 4.25129319e-10
5.49100000e+03 9.79717399e-14 1.54550200e-15 7.35264492e-16 -1.92773862e-15 4.25005362e-10
5.49200000e+03 9.78996211e-14 1.54410992e-15 7.35010201e-16 -1.92611803e-15 4.24881363e-10
5.49300000e+03 9.78281342e-14 1.54271964e-15 7.34756029e-16 -1.92449720e-15 4.24757525e-10
5.49400000e+03 9.77574192e-14 1.54133115e-15 7.34501964e-16 -1.92287544e-15 4.24633746e-10
5.49500000e+03 9.76875989e-14 1.53994542e-15 7.34247995e-16 -1.92125230e-15 4.24510026e-10
5.49600000e+03 9.76187774e-14 1.53856141e-15 7.33994110e-16 -1.91962694e-15 4.24386265e-10
5.49700000e+03 9.75510591e-14 1.53717910e-15 7.33740299e-16 -1.91799907e-15 4.24262663e-10
5.49800000e+03 9.74845380e-14 1.53579947e-15 7.33486553e-16 -1.91636796e-15 4.24139122e-10
5.49900000e+03 9.74193067e-14 1.53442147e-15 7.33232864e-16 -1.91473318e-15 4.24015538e-10
5.50000000e+03 9.73554155e-14 1.53304608e-15 7.32979225e-16 -1.91309440e-15 4.23892114e-10
5.50100000e+03 9.72929322e-14 1.53167228e-15 7.32725629e-16 -1.91145123e-15 4.23768750e-10
5.50200000e+03 9.72319012e-14 1.53030004e-15 7.32472071e-16 -1.90980367e-15 4.23645446e-10
5.50300000e+03 9.71723535e-14 1.52893038e-15 7.32218547e-16 -1.90815161e-15 4.23522099e-10
5.50400000e+03 9.71143064e-14 1.52756229e-15 7.31965056e-16 -1.90649519e-15 4.23398912e-10
5.50500000e+03 9.70577530e-14 1.52619676e-15 7.31711594e-16 -1.90483450e-15 4.23275785e-10
5.50600000e+03 9.70026828e-14 1.52483279e-15 7.31458162e-16 -1.90316988e-15 4.23152716e-10
5.50700000e+03 9.69490815e-14 1.52347138e-15 7.31204761e-16 -1.90150132e-15 4.23029605e-10
5.50800000e+03 9.68969016e-14 1.52211151e-15 7.30951393e-16 -1.89982919e-15 4.22906654e-10
5.50900000e+03 9.68461026e-14 1.52075419e-15 7.30698061e-16 -1.89815395e-15 4.22783762e-10
5.51000000e+03 9.67966018e-14 1.51939839e-15 7.30444770e-16 -1.89647576e-15 4.22660827e-10
5.51100000e+03 9.67483447e-14 1.51804412e-15 7.30191524e-16 -1.89479519e-15 4.22538052e-10
5.51200000e+03 9.67012260e-14 1.51669337e-15 7.29938331e-16 -1.89311266e-15 4.22415335e-10
5.51300000e+03 9.66551607e-14 1.51534312e-15 7.29685198e-16 -1.89142861e-15 4.22292676e-10
5.51400000e+03 9.66100447e-14 1.51399636e-15 7.29432133e-16 -1.88974353e-15 4.22169975e-10
5.51500000e+03 9.65657660e-14 1.51265009e-15 7.29179144e-16 -1.88805802e-15 4.22047433e-10
5.51600000e+03 9.65221960e-14 1.51130730e-15 7.28926243e-16 -1.88637260e-15 4.21924949e-10
5.51700000e+03 9.64792206e-14 1.50996597e-15 7.28673438e-16 -1.88468793e-15 4.21802524e-10
5.51800000e+03 9.64367014e-14 1.50862609e-15 7.28420740e-16 -1.88300443e-15 4.21680055e-10
5.51900000e+03 9.63945071e-14 1.50728865e-15 7.28168161e-16 -1.88132288e-15 4.21557745e-10
5.52000000e+03 9.63525149e-14 1.50595365e-15 7.27915712e-16 -1.87964371e-15 4.21435493e-10
