# L TT EE BB TE PP
1.38100000e+03 1.06238783e-10 2.78447075e-12 1.19472212e-14 -8.05136934e-12 3.99237593e-09
1.38200000e+03 1.06408050e-10 2.76006675e-12 1.19448095e-14 -8.03019728e-12 3.98766987e-09
1.38300000e+03 1.06574649e-10 2.73569711e-12 1.19424148e-14 -8.00729886e-12 3.98297255e-09
1.38400000e+03 1.06738610e-10 2.71136980e-12 1.19400353e-14 -7.98269291e-12 3.97828298e-09
1.38500000e+03 1.06900963e-10 2.68710277e-12 1.19376691e-14 -7.95639808e-12 3.97360305e-09
1.38600000e+03 1.07060737e-10 2.66290398e-12 1.19353143e-14 -7.92844285e-12 3.96893083e-09
1.38700000e+03 1.07216963e-10 2.63878139e-12 1.19329689e-14 -7.89882556e-12 3.96426819e-09
1.38800000e+03 1.07370669e-10 2.61474295e-12 1.19306312e-14 -7.86758438e-12 3.95961416e-09
1.38900000e+03 1.07520886e-10 2.59079664e-12 1.19282992e-14 -7.83472733e-12 3.95496777e-09
1.39000000e+03 1.07668641e-10 2.56696042e-12 1.19259709e-14 -7.80027225e-12 3.95033088e-09
1.39100000e+03 1.07812965e-10 2.54323226e-12 1.19236447e-14 -7.76424686e-12 3.94570253e-09
1.39200000e+03 1.07953884e-10 2.51963016e-12 1.19213184e-14 -7.72664869e-12 3.94108175e-09
1.39300000e+03 1.08092427e-10 2.49615208e-12 1.19189903e-14 -7.68750514e-12 3.93647040e-09
1.39400000e+03 1.08226623e-10 2.47280604e-12 1.19166584e-14 -7.64682344e-12 3.93186750e-09
1.39500000e+03 1.08356499e-10 2.44961004e-12 1.19143209e-14 -7.60463069e-12 3.92727211e-09
1.39600000e+03 1.08483083e-10 2.42655208e-12 1.19119759e-14 -7.56092382e-12 3.92268606e-09
1.39700000e+03 1.08606400e-10 2.40366019e-12 1.19096215e-14 -7.51573962e-12 3.91810840e-09
1.39800000e+03 1.08724479e-10 2.38093242e-12 1.19072558e-14 -7.46907473e-12 3.91353817e-09
1.39900000e+03 1.08839346e-10 2.35837679e-12 1.19048769e-14 -7.42097566e-12 3.90897721e-09
1.40000000e+03 1.08949027e-10 2.33600139e-12 1.19024830e-14 -7.37145876e-12 3.90442457e-09
1.40100000e+03 1.09055547e-10 2.31381427e-12 1.19000723e-14 -7.32055024e-12 3.89988021e-09
1.40200000e+03 1.09156933e-10 2.29182352e-12 1.18976427e-14 -7.26825617e-12 3.89534319e-09
1.40300000e+03 1.09254211e-10 2.27002722e-12 1.18951926e-14 -7.21462248e-12 3.89081535e-09
1.40400000e+03 1.09347404e-10 2.24844348e-12 1.18927201e-14 -7.15966496e-12 3.88629573e-09
1.40500000e+03 1.09435539e-10 2.22708043e-12 1.18902233e-14 -7.10339927e-12 3.88178433e-09
1.40600000e+03 1.09518638e-10 2.20594620e-12 1.18877004e-14 -7.04585095e-12 3.87728019e-09
1.40700000e+03 1.09596728e-10 2.18502896e-12 1.18851496e-14 -6.98705538e-12 3.87278514e-09
1.40800000e+03 1.09670830e-10 2.16435687e-12 1.18825692e-14 -6.92701784e-12 3.86829824e-09
1.40900000e+03 1.09738968e-10 2.14391815e-12 1.18799572e-14 -6.86577348e-12 3.86381947e-09
1.41000000e+03 1.09803166e-10 2.12373101e-12 1.18773120e-14 -6.80334731e-12 3.85934789e-09
1.41100000e+03 1.09861444e-10 2.10379370e-12 1.18746318e-14 -6.73975424e-12 3.85488533e-09
1.41200000e+03 1.09914825e-10 2.08412446e-12 1.18719149e-14 -6.67503905e-12 3.85043082e-09
1.41300000e+03 1.09962331e-10 2.06472160e-12 1.18691594e-14 -6.60920640e-12 3.84598437e-09
1.41400000e+03 1.10004983e-10 2.04559343e-12 1.18663637e-14 -6.54232086e-12 3.84154595e-09
1.41500000e+03 1.10041800e-10 2.02673826e-12 1.18635262e-14 -6.47438685e-12 3.83711463e-09
1.41600000e+03 1.10073803e-10 2.00817447e-12 1.18606451e-14 -6.40544871e-12 3.83269221e-09
1.41700000e+03 1.10100011e-10 1.98990044e-12 1.18577187e-14 -6.33553068e-12 3.82827776e-09
1.41800000e+03 1.10121443e-10 1.97192459e-12 1.18547455e-14 -6.26467686e-12 3.82387126e-09
1.41900000e+03 1.10137118e-10 1.95425534e-12 1.18517237e-14 -6.19289128e-12 3.81947269e-09
1.42000000e+03 1.10147053e-10 1.93689117e-12 1.18486519e-14 -6.12022786e-12 3.81508112e-09
1.42100000e+03 1.10151267e-10 1.91984057e-12 1.18455284e-14 -6.04671043e-12 3.81069835e-09
1.42200000e+03 1.10149774e-10 1.90311206e-12 1.18423518e-14 -5.97235272e-12 3.80632346e-09
1.42300000e+03 1.10143593e-10 1.88669420e-12 1.18391204e-14 -5.89719838e-12 3.80195641e-09
1.42400000e+03 1.10130739e-10 1.87061556e-12 1.18358327e-14 -5.82126095e-12 3.79759720e-09
1.42500000e+03 1.10112226e-10 1.85486477e-12 1.18324874e-14 -5.74458391e-12 3.79324580e-09
1.42600000e+03 1.10088069e-10 1.83945046e-12 1.18290829e-14 -5.66720065e-12 3.78890219e-09
1.42700000e+03 1.10057282e-10 1.82437132e-12 1.18256179e-14 -5.58912447e-12 3.78456545e-09
1.42800000e+03 1.10020879e-10 1.80963605e-12 1.18220908e-14 -5.51038860e-12 3.78023736e-09
1.42900000e+03 1.09978872e-10 1.79524338e-12 1.18185005e-14 -5.43104620e-12 3.77591701e-09
1.43000000e+03 1.09931274e-10 1.78120211e-12 1.18148456e-14 -5.35110036e-12 3.77160436e-09
1.43100000e+03 1.09877095e-10 1.76752102e-12 1.18111247e-14 -5.27060410e-12 3.76729942e-09
1.43200000e+03 1.09817346e-10 1.75419898e-12 1.18073365e-14 -5.18957037e-12 3.76300214e-09
1.43300000e+03 1.09751039e-10 1.74123484e-12 1.18034800e-14 -5.10804206e-12 3.75871251e-09
1.43400000e+03 1.09679182e-10 1.72862753e-12 1.17995537e-14 -5.02604201e-12 3.75443052e-09
1.43500000e+03 1.09600784e-10 1.71639598e-12 1.17955567e-14 -4.94361300e-12 3.75015614e-09
1.43600000e+03 1.09516854e-10 1.70452919e-12 1.17914877e-14 -4.86077776e-12 3.74588936e-09
1.43700000e+03 1.09426400e-10 1.69302617e-12 1.17873457e-14 -4.77757895e-12 3.74163015e-09
1.43800000e+03 1.09329428e-10 1.68190598e-12 1.17831295e-14 -4.69402920e-12 3.73737849e-09
1.43900000e+03 1.09226945e-10 1.67116771e-12 1.17788381e-14 -4.61018111e-12 3.73313347e-09
1.44000000e+03 1.09118956e-10 1.66080049e-12 1.17744707e-14 -4.52604722e-12 3.72889686e-09
1.44100000e+03 1.09004467e-10 1.65081348e-12 1.17700260e-14 -4.44167003e-12 3.72466775e-09
1.44200000e+03 1.08883483e-10 1.64120590e-12 1.17655034e-14 -4.35707202e-12 3.72044610e-09
1.44300000e+03 1.08756006e-10 1.63197698e-12 1.17609018e-14 -4.27228563e-12 3.71623191e-09
1.44400000e+03 1.08623040e-10 1.62313601e-12 1.17562204e-14 -4.18735328e-12 3.71202516e-09
1.44500000e+03 1.08483588e-10 1.61468230e-12 1.17514585e-14 -4.10228736e-12 3.70782582e-09
1.44600000e+03 1.08337652e-10 1.60661523e-12 1.17466151e-14 -4.01712024e-12 3.70363388e-09
1.44700000e+03 1.08186232e-10 1.59893418e-12 1.17416896e-14 -3.93190426e-12 3.69944931e-09
1.44800000e+03 1.08028330e-10 1.59163859e-12 1.17366813e-14 -3.84664176e-12 3.69527209e-09
1.44900000e+03 1.07863945e-10 1.58473795e-12 1.17315895e-14 -3.76139508e-12 3.69110221e-09
1.45000000e+03 1.07694076e-10 1.57822176e-12 1.17264136e-14 -3.67617651e-12 3.68693965e-09
1.45100000e+03 1.07518723e-10 1.57209960e-12 1.17211529e-14 -3.59102837e-12 3.68278438e-09
1.45200000e+03 1.07336883e-10 1.56636104e-12 1.17158069e-14 -3.50598291e-12 3.67863639e-09
1.45300000e+03 1.07148554e-10 1.56101571e-12 1.17103751e-14 -3.42107239e-12 3.67449566e-09
1.45400000e+03 1.06954732e-10 1.55606330e-12 1.17048570e-14 -3.33632906e-12 3.67036218e-09
1.45500000e+03 1.06755415e-10 1.55149349e-12 1.16992521e-14 -3.25177518e-12 3.66623594e-09
1.45600000e+03 1.06550597e-10 1.54731606e-12 1.16935601e-14 -3.16743303e-12 3.66211690e-09
1.45700000e+03 1.06340274e-10 1.54353078e-12 1.16877805e-14 -3.08334490e-12 3.65800507e-09
1.45800000e+03 1.06123440e-10 1.54011749e-12 1.16819130e-14 -2.99953309e-12 3.65390129e-09
1.45900000e+03 1.05901089e-10 1.53709607e-12 1.16759572e-14 -2.91601993e-12 3.64980381e-09
1.46000000e+03 1.05673215e-10 1.53446642e-12 1.16699130e-14 -2.83284776e-12 3.64571348e-09
1.46100000e+03 1.05439809e-10 1.53220850e-12 1.16637801e-14 -2.75002897e-12 3.64163029e-09
1.46200000e+03 1.05200865e-10 1.53033231e-12 1.16575583e-14 -2.66760595e-12 3.63755421e-09
1.46300000e+03 1.04956374e-10 1.52883788e-12 1.16512473e-14 -2.58560114e-12 3.63348524e-09
1.46400000e+03 1.04706327e-10 1.52771529e-12 1.16448471e-14 -2.50403703e-12 3.62942336e-09
1.46500000e+03 1.04450714e-10 1.52697465e-12 1.16383576e-14 -2.42293612e-12 3.62536854e-09
1.46600000e+03 1.04190526e-10 1.52660612e-12 1.16317786e-14 -2.34235096e-12 3.62132078e-09
1.46700000e+03 1.03924752e-10 1.52659990e-12 1.16251102e-14 -2.26228416e-12 3.61728007e-09
1.46800000e+03 1.03654381e-10 1.52697624e-12 1.16183523e-14 -2.18277837e-12 3.61324637e-09
1.46900000e+03 1.03378402e-10 1.52770539e-12 1.16115050e-14 -2.10385629e-12 3.60921969e-09
1.47000000e+03 1.03096802e-10 1.52880770e-12 1.16045683e-14 -2.02553067e-12 3.60520085e-09
1.47100000e+03 1.02811569e-10 1.53026350e-12 1.15975423e-14 -1.94784432e-12 3.60118813e-09
1.47200000e+03 1.02520690e-10 1.53208320e-12 1.15904272e-14 -1.87081012e-12 3.59718237e-09
1.47300000e+03 1.02224151e-10 1.53424725e-12 1.15832230e-14 -1.79446101e-12 3.59318355e-09
1.47400000e+03 1.01923938e-10 1.53677610e-12 1.15759300e-14 -1.71881997e-12 3.58919166e-09
1.47500000e+03 1.01618037e-10 1.53964029e-12 1.15685484e-14 -1.64392009e-12 3.58520668e-09
1.47600000e+03 1.01308433e-10 1.54286036e-12 1.15610785e-14 -1.56976450e-12 3.58122860e-09
1.47700000e+03 1.00994110e-10 1.54641690e-12 1.15535204e-14 -1.49639643e-12 3.57725740e-09
1.47800000e+03 1.00675053e-10 1.55030056e-12 1.15458745e-14 -1.42382916e-12 3.57329391e-09
1.47900000e+03 1.00352246e-10 1.55453198e-12 1.15381412e-14 -1.35208407e-12 3.56933641e-09
1.48000000e+03 1.00024671e-10 1.55908189e-12 1.15303208e-14 -1.28118961e-12 3.56538575e-09
1.48100000e+03 9.96933112e-11 1.56397103e-12 1.15224137e-14 -1.21116632e-12 3.56144191e-09
1.48200000e+03 9.93571495e-11 1.56917017e-12 1.15144204e-14 -1.14203584e-12 3.55750486e-09
1.48300000e+03 9.90171677e-11 1.57469013e-12 1.15063412e-14 -1.07381587e-12 3.55357545e-09
1.48400000e+03 9.86743474e-11 1.58052177e-12 1.14981767e-14 -1.00652824e-12 3.54965195e-09
1.48500000e+03 9.83266697e-11 1.58666598e-12 1.14899274e-14 -9.40192843e-13 3.54573521e-09
1.48600000e+03 9.79761155e-11 1.59310367e-12 1.14815938e-14 -8.74827688e-13 3.54182520e-09
1.48700000e+03 9.76206650e-11 1.59984581e-12 1.14731764e-14 -8.10455876e-13 3.53792191e-09
1.48800000e+03 9.72622984e-11 1.60688339e-12 1.14646760e-14 -7.47094613e-13 3.53402617e-09
1.48900000e+03 9.69009952e-11 1.61420744e-12 1.14560931e-14 -6.84763208e-13 3.53013627e-09
1.49000000e+03 9.65352347e-11 1.62181901e-12 1.14474283e-14 -6.23478377e-13 3.52625304e-09
1.49100000e+03 9.61664958e-11 1.62969922e-12 1.14386824e-14 -5.63257144e-13 3.52237647e-09
1.49200000e+03 9.57945571e-11 1.63785916e-12 1.14298561e-14 -5.04116844e-13 3.51850654e-09
1.49300000e+03 9.54194965e-11 1.64629002e-12 1.14209500e-14 -4.46076125e-13 3.51464407e-09
1.49400000e+03 9.50412921e-11 1.65497298e-12 1.14119650e-14 -3.89151449e-13 3.51078737e-09
1.49500000e+03 9.46601213e-11 1.66391925e-12 1.14029019e-14 -3.33359796e-13 3.50693726e-09
1.49600000e+03 9.42760612e-11 1.67312009e-12 1.13937615e-14 -2.78716261e-13 3.50309373e-09
1.49700000e+03 9.38892887e-11 1.68255679e-12 1.13845446e-14 -2.25231063e-13 3.49925759e-09
1.49800000e+03 9.34997803e-11 1.69224064e-12 1.13752521e-14 -1.72918541e-13 3.49542716e-09
1.49900000e+03 9.31077122e-11 1.70215300e-12 1.13658849e-14 -1.21791158e-13 3.49160325e-09
1.50000000e+03 9.27131603e-11 1.71229522e-12 1.13564440e-14 -7.18625018e-14 3.48778586e-09
1.50100000e+03 9.23162001e-11 1.72265870e-12 1.13469302e-14 -2.31462762e-14 3.48397580e-09
1.50200000e+03 9.19171069e-11 1.73323488e-12 1.13373447e-14 2.43467365e-14 3.48017138e-09
1.50300000e+03 9.15157555e-11 1.74402522e-12 1.13276884e-14 7.06036362e-14 3.47637344e-09
1.50400000e+03 9.11123205e-11 1.75501120e-12 1.13179623e-14 1.15617391e-13 3.47258278e-09
1.50500000e+03 9.07069762e-11 1.76620433e-12 1.13081675e-14 1.59376838e-13 3.46879774e-09
1.50600000e+03 9.02996966e-11 1.77757615e-12 1.12983051e-14 2.01871678e-13 3.46501912e-09
1.50700000e+03 8.98905557e-11 1.78913821e-12 1.12883762e-14 2.43091478e-13 3.46124692e-09
1.50800000e+03 8.94797271e-11 1.80088211e-12 1.12783819e-14 2.83023668e-13 3.45748195e-09
1.50900000e+03 8.90672842e-11 1.81278943e-12 1.12683234e-14 3.21672543e-13 3.45372254e-09
1.51000000e+03 8.86533001e-11 1.82486182e-12 1.12582019e-14 3.59011255e-13 3.44996952e-09
1.51100000e+03 8.82378479e-11 1.83709090e-12 1.12480186e-14 3.95052820e-13 3.44622367e-09
1.51200000e+03 8.78213005e-11 1.84947835e-12 1.12377747e-14 4.29790113e-13 3.44248336e-09
1.51300000e+03 8.74035305e-11 1.86200586e-12 1.12274714e-14 4.63225866e-13 3.43874938e-09
1.51400000e+03 8.69848105e-11 1.87466512e-12 1.12171101e-14 4.95342670e-13 3.43502254e-09
1.51500000e+03 8.65653127e-11 1.88746786e-12 1.12066920e-14 5.26152974e-13 3.43130120e-09
1.51600000e+03 8.61450095e-11 1.90039582e-12 1.11962184e-14 5.55639081e-13 3.42758616e-09
1.51700000e+03 8.57240730e-11 1.91344075e-12 1.11856907e-14 5.83803152e-13 3.42387821e-09
1.51800000e+03 8.53026753e-11 1.92659442e-12 1.11751103e-14 6.10647201e-13 3.42017572e-09
1.51900000e+03 8.48807881e-11 1.93985862e-12 1.11644784e-14 6.36173099e-13 3.41647949e-09
1.52000000e+03 8.44585835e-11 1.95321514e-12 1.11537964e-14 6.60362568e-13 3.41279032e-09
1.52100000e+03 8.40361333e-11 1.96666580e-12 1.11430659e-14 6.83227185e-13 3.40910657e-09
1.52200000e+03 8.36135091e-11 1.98021243e-12 1.11322881e-14 7.04768382e-13 3.40542984e-09
1.52300000e+03 8.31907827e-11 1.99382685e-12 1.11214645e-14 7.24967442e-13 3.40175851e-09
1.52400000e+03 8.27681257e-11 2.00751093e-12 1.11105966e-14 7.43835500e-13 3.39809337e-09
1.52500000e+03 8.23456100e-11 2.02125651e-12 1.10996858e-14 7.61373547e-13 3.39443522e-09
1.52600000e+03 8.19234072e-11 2.03506546e-12 1.10887336e-14 7.77582423e-13 3.39078243e-09
1.52700000e+03 8.15014890e-11 2.04892966e-12 1.10777414e-14 7.92472821e-13 3.38713660e-09
1.52800000e+03 8.10800271e-11 2.06283100e-12 1.10667108e-14 8.06035288e-13 3.38349609e-09
1.52900000e+03 8.06591935e-11 2.07677136e-12 1.10556432e-14 8.18290223e-13 3.37986172e-09
1.53000000e+03 8.02389600e-11 2.09074265e-12 1.10445402e-14 8.29217876e-13 3.37623426e-09
1.53100000e+03 7.98194985e-11 2.10473675e-12 1.10334032e-14 8.38828351e-13 3.37261210e-09
1.53200000e+03 7.94007811e-11 2.11875559e-12 1.10222338e-14 8.47131605e-13 3.36899683e-09
1.53300000e+03 7.89830800e-11 2.13277107e-12 1.10110336e-14 8.54127448e-13 3.36538682e-09
1.53400000e+03 7.85663674e-11 2.14679511e-12 1.09998039e-14 8.59825543e-13 3.36178288e-09
1.53500000e+03 7.81507159e-11 2.16081962e-12 1.09885464e-14 8.64225409e-13 3.35818579e-09
1.53600000e+03 7.77362979e-11 2.17482653e-12 1.09772627e-14 8.67326418e-13 3.35459393e-09
1.53700000e+03 7.73229862e-11 2.18880774e-12 1.09659541e-14 8.69137797e-13 3.35100888e-09
1.53800000e+03 7.69111537e-11 2.20277518e-12 1.09546224e-14 8.69668629e-13 3.34742905e-09
1.53900000e+03 7.65007736e-11 2.21670077e-12 1.09432689e-14 8.68927853e-13 3.34385601e-09
1.54000000e+03 7.60919190e-11 2.23059643e-12 1.09318953e-14 8.66934266e-13 3.34028815e-09
1.54100000e+03 7.56846636e-11 2.24444406e-12 1.09205031e-14 8.63676522e-13 3.33672706e-09
1.54200000e+03 7.52792811e-11 2.25824558e-12 1.09090939e-14 8.59183133e-13 3.33317112e-09
1.54300000e+03 7.48756453e-11 2.27198289e-12 1.08976690e-14 8.53452473e-13 3.32962192e-09
1.54400000e+03 7.44740306e-11 2.28566790e-12 1.08862302e-14 8.46502773e-13 3.32607786e-09
1.54500000e+03 7.40743114e-11 2.29927250e-12 1.08747789e-14 8.38342128e-13 3.32254050e-09
1.54600000e+03 7.36767625e-11 2.31279858e-12 1.08633166e-14 8.28978495e-13 3.31900825e-09
1.54700000e+03 7.32814588e-11 2.32624803e-12 1.08518448e-14 8.18419693e-13 3.31548269e-09
1.54800000e+03 7.28882756e-11 2.33961271e-12 1.08403650e-14 8.06683410e-13 3.31196220e-09
1.54900000e+03 7.24974886e-11 2.35287451e-12 1.08288788e-14 7.93777195e-13 3.30844719e-09
1.55000000e+03 7.21090737e-11 2.36603526e-12 1.08173876e-14 7.79708468e-13 3.30493921e-09
1.55100000e+03 7.17231069e-11 2.37908683e-12 1.08058929e-14 7.64494515e-13 3.30143706e-09
1.55200000e+03 7.13396645e-11 2.39202106e-12 1.07943962e-14 7.48142489e-13 3.29793995e-09
1.55300000e+03 7.09589231e-11 2.40483982e-12 1.07828989e-14 7.30679414e-13 3.29444944e-09
1.55400000e+03 7.05807595e-11 2.41753494e-12 1.07714025e-14 7.12102188e-13 3.29096394e-09
1.55500000e+03 7.02053509e-11 2.43008825e-12 1.07599084e-14 6.92437582e-13 3.28748502e-09
1.55600000e+03 6.98327748e-11 2.44251155e-12 1.07484182e-14 6.71692244e-13 3.28401110e-09
1.55700000e+03 6.94631091e-11 2.45479664e-12 1.07369331e-14 6.49892700e-13 3.28054372e-09
1.55800000e+03 6.90964320e-11 2.46692531e-12 1.07254546e-14 6.27045355e-13 3.27708133e-09
1.55900000e+03 6.87328222e-11 2.47890932e-12 1.07139841e-14 6.03176496e-13 3.27362545e-09
1.56000000e+03 6.83722587e-11 2.49073042e-12 1.07025231e-14 5.78282292e-13 3.27017453e-09
1.56100000e+03 6.80148207e-11 2.50239033e-12 1.06910728e-14 5.52408799e-13 3.26673012e-09
1.56200000e+03 6.76606881e-11 2.51388078e-12 1.06796346e-14 5.25551957e-13 3.26329063e-09
1.56300000e+03 6.73097409e-11 2.52520346e-12 1.06682100e-14 4.97737599e-13 3.25985763e-09
1.56400000e+03 6.69622597e-11 2.53635003e-12 1.06568002e-14 4.68981445e-13 3.25643031e-09
1.56500000e+03 6.66181253e-11 2.54731217e-12 1.06454065e-14 4.39309109e-13 3.25300789e-09
1.56600000e+03 6.62775190e-11 2.55808149e-12 1.06340303e-14 4.08726101e-13 3.24959192e-09
1.56700000e+03 6.59403226e-11 2.56866962e-12 1.06226730e-14 3.77257826e-13 3.24618082e-09
1.56800000e+03 6.56067180e-11 2.57905814e-12 1.06113356e-14 3.44909591e-13 3.24277614e-09
1.56900000e+03 6.52767879e-11 2.58923862e-12 1.06000197e-14 3.11716601e-13 3.23937632e-09
1.57000000e+03 6.49504150e-11 2.59922260e-12 1.05887263e-14 2.77693968e-13 3.23598290e-09
1.57100000e+03 6.46278828e-11 2.60898161e-12 1.05774568e-14 2.42850708e-13 3.23259508e-09
1.57200000e+03 6.43089750e-11 2.61853714e-12 1.05662123e-14 2.07208744e-13 3.22921209e-09
1.57300000e+03 6.39938757e-11 2.62787066e-12 1.05549942e-14 1.70789912e-13 3.22583546e-09
1.57400000e+03 6.36826694e-11 2.63697363e-12 1.05438036e-14 1.33617960e-13 3.22246363e-09
1.57500000e+03 6.33753413e-11 2.64585744e-12 1.05326417e-14 9.57135507e-14 3.21909814e-09
1.57600000e+03 6.30718767e-11 2.65451351e-12 1.05215097e-14 5.71012645e-14 3.21573819e-09
1.57700000e+03 6.27724615e-11 2.66293319e-12 1.05104087e-14 1.78006023e-14 3.21238303e-09
1.57800000e+03 6.24770820e-11 2.67112782e-12 1.04993399e-14 -2.21630125e-14 3.20903416e-09
1.57900000e+03 6.21858250e-11 2.67907871e-12 1.04883044e-14 -6.27702315e-14 3.20569080e-09
1.58000000e+03 6.18985775e-11 2.68678714e-12 1.04773034e-14 -1.03999779e-13 3.20235220e-09
1.58100000e+03 6.16155273e-11 2.69425437e-12 1.04663379e-14 -1.45831448e-13 3.19901985e-09
1.58200000e+03 6.13366625e-11 2.70148160e-12 1.04554090e-14 -1.88245100e-13 3.19569298e-09
1.58300000e+03 6.10619715e-11 2.70845004e-12 1.04445177e-14 -2.31221660e-13 3.19237083e-09
1.58400000e+03 6.07914434e-11 2.71517084e-12 1.04336652e-14 -2.74740118e-13 3.18905490e-09
1.58500000e+03 6.05250675e-11 2.72162513e-12 1.04228525e-14 -3.18780518e-13 3.18574367e-09
1.58600000e+03 6.02630339e-11 2.72782402e-12 1.04120806e-14 -3.63324967e-13 3.18243863e-09
1.58700000e+03 6.00052329e-11 2.73375856e-12 1.04013504e-14 -4.08349621e-13 3.17913902e-09
1.58800000e+03 5.97516553e-11 2.73941978e-12 1.03906629e-14 -4.53833191e-13 3.17584407e-09
1.58900000e+03 5.95023925e-11 2.74481870e-12 1.03800192e-14 -4.99754735e-13 3.17255528e-09
1.59000000e+03 5.92574362e-11 2.74994628e-12 1.03694201e-14 -5.46092157e-13 3.16927189e-09
1.59100000e+03 5.90167789e-11 2.75480345e-12 1.03588666e-14 -5.92824205e-13 3.16599387e-09
1.59200000e+03 5.87805131e-11 2.75938111e-12 1.03483595e-14 -6.39927967e-13 3.16272048e-09
1.59300000e+03 5.85485323e-11 2.76368013e-12 1.03378997e-14 -6.87383869e-13 3.15945320e-09
1.59400000e+03 5.83209302e-11 2.76770134e-12 1.03274882e-14 -7.35168374e-13 3.15619127e-09
1.59500000e+03 5.80977010e-11 2.77143554e-12 1.03171257e-14 -7.83259975e-13 3.15293393e-09
1.59600000e+03 5.78787394e-11 2.77489350e-12 1.03068130e-14 -8.31636195e-13 3.14968266e-09
1.59700000e+03 5.76642409e-11 2.77806594e-12 1.02965510e-14 -8.80275584e-13 3.14643671e-09
1.59800000e+03 5.74541010e-11 2.78095355e-12 1.02863404e-14 -9.29155718e-13 3.14319532e-09
1.59900000e+03 5.72482161e-11 2.78355700e-12 1.02761819e-14 -9.78254192e-13 3.13995996e-09
1.60000000e+03 5.70468831e-11 2.78586690e-12 1.02660762e-14 -1.02754962e-12 3.13672989e-09
1.60100000e+03 5.68497991e-11 2.78789384e-12 1.02560242e-14 -1.07702164e-12 3.13350509e-09
1.60200000e+03 5.66570620e-11 2.78962836e-12 1.02460263e-14 -1.12664995e-12 3.13028480e-09
1.60300000e+03 5.64686700e-11 2.79106098e-12 1.02360833e-14 -1.17641327e-12 3.12707050e-09
1.60400000e+03 5.62846220e-11 2.79221217e-12 1.02261959e-14 -1.22629131e-12 3.12386145e-09
1.60500000e+03 5.61049173e-11 2.79306237e-12 1.02163644e-14 -1.27626781e-12 3.12065762e-09
1.60600000e+03 5.59294558e-11 2.79362197e-12 1.02065896e-14 -1.32631648e-12 3.11745828e-09
1.60700000e+03 5.57583377e-11 2.79388134e-12 1.01968720e-14 -1.37641107e-12 3.11426488e-09
1.60800000e+03 5.55914641e-11 2.79384081e-12 1.01872121e-14 -1.42654829e-12 3.11107668e-09
1.60900000e+03 5.54288364e-11 2.79350067e-12 1.01776104e-14 -1.47668486e-12 3.10789367e-09
1.61000000e+03 5.52704565e-11 2.79287117e-12 1.01680672e-14 -1.52681749e-12 3.10471510e-09
1.61100000e+03 5.51163269e-11 2.79196253e-12 1.01585831e-14 -1.57690289e-12 3.10154244e-09
1.61200000e+03 5.49664507e-11 2.79075492e-12 1.01491584e-14 -1.62693773e-12 3.09837494e-09
1.61300000e+03 5.48207313e-11 2.78925850e-12 1.01397936e-14 -1.67688868e-12 3.09521259e-09
1.61400000e+03 5.46791728e-11 2.78748336e-12 1.01304888e-14 -1.72673238e-12 3.09205464e-09
1.61500000e+03 5.45417798e-11 2.78542957e-12 1.01212446e-14 -1.77645547e-12 3.08890255e-09
1.61600000e+03 5.44085573e-11 2.78308717e-12 1.01120610e-14 -1.82604454e-12 3.08575558e-09
1.61700000e+03 5.42794109e-11 2.78045615e-12 1.01029384e-14 -1.87546615e-12 3.08261372e-09
1.61800000e+03 5.41543469e-11 2.77754647e-12 1.00938770e-14 -1.92470686e-12 3.07947696e-09
1.61900000e+03 5.40332716e-11 2.77434805e-12 1.00848770e-14 -1.97375316e-12 3.07634455e-09
1.62000000e+03 5.39161924e-11 2.77088077e-12 1.00759385e-14 -2.02257154e-12 3.07321795e-09
1.62100000e+03 5.38031166e-11 2.76711449e-12 1.00670616e-14 -2.07116841e-12 3.07009642e-09
1.62200000e+03 5.36939526e-11 2.76307902e-12 1.00582466e-14 -2.11950019e-12 3.06697995e-09
1.62300000e+03 5.35887087e-11 2.75876412e-12 1.00494934e-14 -2.16756321e-12 3.06386853e-09
1.62400000e+03 5.34872941e-11 2.75416955e-12 1.00408021e-14 -2.21532378e-12 3.06076141e-09
1.62500000e+03 5.33897182e-11 2.74930501e-12 1.00321727e-14 -2.26277816e-12 3.05766005e-09
1.62600000e+03 5.32959910e-11 2.74418016e-12 1.00236051e-14 -2.30990254e-12 3.05456371e-09
1.62700000e+03 5.32059230e-11 2.73877463e-12 1.00150995e-14 -2.35667309e-12 3.05147237e-09
1.62800000e+03 5.31196250e-11 2.73310804e-12 1.00066556e-14 -2.40306589e-12 3.04838604e-09
1.62900000e+03 5.30370083e-11 2.72717993e-12 9.99827337e-15 -2.44908698e-12 3.04530468e-09
1.63000000e+03 5.29579846e-11 2.72097983e-12 9.98995273e-15 -2.49469234e-12 3.04222758e-09
1.63100000e+03 5.28825662e-11 2.71452724e-12 9.98169351e-15 -2.53988789e-12 3.03915618e-09
1.63200000e+03 5.28106655e-11 2.70781163e-12 9.97349553e-15 -2.58463946e-12 3.03608972e-09
1.63300000e+03 5.27421955e-11 2.70084240e-12 9.96535859e-15 -2.62894285e-12 3.03302822e-09
1.63400000e+03 5.26772696e-11 2.69361896e-12 9.95728248e-15 -2.67277376e-12 3.02997165e-09
1.63500000e+03 5.26157014e-11 2.68613065e-12 9.94926694e-15 -2.71612784e-12 3.02692000e-09
